"Permanent & long-term migration by EVERY country of residence and citizenship (Monthly)","","","",""
"","","","Arrivals","Departures"
" ","Nauru","2000M04",0,0
" "," ","2000M05",0,0
" "," ","2000M06",0,0
" "," ","2000M07",0,0
" "," ","2000M08",0,0
" "," ","2000M09",0,0
" "," ","2000M10",0,0
" "," ","2000M11",1,0
" "," ","2000M12",0,0
" "," ","2001M01",0,0
" "," ","2001M02",0,0
" "," ","2001M03",0,0
" "," ","2001M04",0,0
" "," ","2001M05",0,0
" "," ","2001M06",0,0
" "," ","2001M07",0,0
" "," ","2001M08",0,0
" "," ","2001M09",0,0
" "," ","2001M10",0,0
" "," ","2001M11",0,0
" "," ","2001M12",0,0
" "," ","2002M01",0,0
" "," ","2002M02",0,0
" "," ","2002M03",0,0
" "," ","2002M04",0,0
" "," ","2002M05",0,0
" "," ","2002M06",0,0
" "," ","2002M07",0,0
" "," ","2002M08",0,0
" "," ","2002M09",0,0
" "," ","2002M10",0,0
" "," ","2002M11",0,0
" "," ","2002M12",1,0
" "," ","2003M01",1,0
" "," ","2003M02",0,0
" "," ","2003M03",0,0
" "," ","2003M04",0,0
" "," ","2003M05",1,0
" "," ","2003M06",0,0
" "," ","2003M07",0,0
" "," ","2003M08",0,0
" "," ","2003M09",1,0
" "," ","2003M10",0,0
" "," ","2003M11",0,0
" "," ","2003M12",0,0
" "," ","2004M01",0,0
" "," ","2004M02",0,0
" "," ","2004M03",1,0
" "," ","2004M04",0,0
" "," ","2004M05",0,0
" "," ","2004M06",0,0
" "," ","2004M07",0,0
" "," ","2004M08",0,0
" "," ","2004M09",0,0
" "," ","2004M10",0,0
" "," ","2004M11",0,0
" "," ","2004M12",0,0
" "," ","2005M01",0,0
" "," ","2005M02",0,0
" "," ","2005M03",0,0
" "," ","2005M04",0,0
" "," ","2005M05",0,0
" "," ","2005M06",0,0
" "," ","2005M07",0,0
" "," ","2005M08",0,0
" ","Niue","2000M04",11,4
" "," ","2000M05",10,5
" "," ","2000M06",1,6
" "," ","2000M07",3,7
" "," ","2000M08",1,3
" "," ","2000M09",2,2
" "," ","2000M10",2,1
" "," ","2000M11",8,4
" "," ","2000M12",23,2
" "," ","2001M01",20,9
" "," ","2001M02",14,5
" "," ","2001M03",1,0
" "," ","2001M04",0,4
" "," ","2001M05",2,1
" "," ","2001M06",5,1
" "," ","2001M07",0,0
" "," ","2001M08",8,2
" "," ","2001M09",1,0
" "," ","2001M10",1,5
" "," ","2001M11",2,0
" "," ","2001M12",10,9
" "," ","2002M01",3,13
" "," ","2002M02",11,3
" "," ","2002M03",2,0
" "," ","2002M04",6,7
" "," ","2002M05",2,2
" "," ","2002M06",5,0
" "," ","2002M07",2,3
" "," ","2002M08",6,1
" "," ","2002M09",2,3
" "," ","2002M10",7,2
" "," ","2002M11",3,3
" "," ","2002M12",26,5
" "," ","2003M01",8,4
" "," ","2003M02",14,5
" "," ","2003M03",3,5
" "," ","2003M04",5,0
" "," ","2003M05",3,2
" "," ","2003M06",3,3
" "," ","2003M07",4,6
" "," ","2003M08",10,4
" "," ","2003M09",2,3
" "," ","2003M10",3,6
" "," ","2003M11",10,5
" "," ","2003M12",6,2
" "," ","2004M01",19,10
" "," ","2004M02",4,7
" "," ","2004M03",5,2
" "," ","2004M04",1,3
" "," ","2004M05",3,3
" "," ","2004M06",8,0
" "," ","2004M07",0,0
" "," ","2004M08",2,0
" "," ","2004M09",4,1
" "," ","2004M10",6,5
" "," ","2004M11",6,6
" "," ","2004M12",12,5
" "," ","2005M01",7,10
" "," ","2005M02",10,7
" "," ","2005M03",7,2
" "," ","2005M04",4,5
" "," ","2005M05",3,6
" "," ","2005M06",5,3
" "," ","2005M07",1,6
" "," ","2005M08",1,8
" ","New Zealand","2000M04",0,0
" "," ","2000M05",0,0
" "," ","2000M06",0,0
" "," ","2000M07",0,0
" "," ","2000M08",0,0
" "," ","2000M09",0,0
" "," ","2000M10",0,0
" "," ","2000M11",0,0
" "," ","2000M12",0,0
" "," ","2001M01",0,0
" "," ","2001M02",0,0
" "," ","2001M03",0,0
" "," ","2001M04",0,0
" "," ","2001M05",0,0
" "," ","2001M06",0,0
" "," ","2001M07",0,0
" "," ","2001M08",0,0
" "," ","2001M09",0,0
" "," ","2001M10",0,0
" "," ","2001M11",0,0
" "," ","2001M12",0,0
" "," ","2002M01",0,0
" "," ","2002M02",0,0
" "," ","2002M03",0,0
" "," ","2002M04",0,0
" "," ","2002M05",0,0
" "," ","2002M06",0,0
" "," ","2002M07",0,0
" "," ","2002M08",0,0
" "," ","2002M09",0,0
" "," ","2002M10",0,0
" "," ","2002M11",0,0
" "," ","2002M12",0,0
" "," ","2003M01",0,0
" "," ","2003M02",0,0
" "," ","2003M03",0,0
" "," ","2003M04",0,0
" "," ","2003M05",0,0
" "," ","2003M06",0,0
" "," ","2003M07",0,0
" "," ","2003M08",0,0
" "," ","2003M09",0,0
" "," ","2003M10",0,0
" "," ","2003M11",0,0
" "," ","2003M12",0,0
" "," ","2004M01",0,0
" "," ","2004M02",0,0
" "," ","2004M03",0,0
" "," ","2004M04",0,0
" "," ","2004M05",0,0
" "," ","2004M06",0,0
" "," ","2004M07",0,0
" "," ","2004M08",0,0
" "," ","2004M09",0,0
" "," ","2004M10",0,0
" "," ","2004M11",0,0
" "," ","2004M12",0,0
" "," ","2005M01",0,0
" "," ","2005M02",0,0
" "," ","2005M03",0,0
" "," ","2005M04",0,0
" "," ","2005M05",0,0
" "," ","2005M06",0,0
" "," ","2005M07",0,0
" "," ","2005M08",0,0
" ","French Polynesia","2000M04",0,2
" "," ","2000M05",0,1
" "," ","2000M06",0,1
" "," ","2000M07",0,0
" "," ","2000M08",0,0
" "," ","2000M09",0,1
" "," ","2000M10",0,0
" "," ","2000M11",0,1
" "," ","2000M12",0,2
" "," ","2001M01",2,0
" "," ","2001M02",0,0
" "," ","2001M03",0,1
" "," ","2001M04",2,0
" "," ","2001M05",0,1
" "," ","2001M06",1,1
" "," ","2001M07",0,0
" "," ","2001M08",0,0
" "," ","2001M09",2,0
" "," ","2001M10",0,0
" "," ","2001M11",0,1
" "," ","2001M12",1,0
" "," ","2002M01",0,3
" "," ","2002M02",1,2
" "," ","2002M03",0,0
" "," ","2002M04",1,0
" "," ","2002M05",1,2
" "," ","2002M06",3,0
" "," ","2002M07",0,0
" "," ","2002M08",0,0
" "," ","2002M09",0,0
" "," ","2002M10",0,0
" "," ","2002M11",1,0
" "," ","2002M12",2,0
" "," ","2003M01",1,0
" "," ","2003M02",0,0
" "," ","2003M03",0,0
" "," ","2003M04",1,0
" "," ","2003M05",0,1
" "," ","2003M06",0,1
" "," ","2003M07",0,0
" "," ","2003M08",0,0
" "," ","2003M09",0,1
" "," ","2003M10",0,0
" "," ","2003M11",0,0
" "," ","2003M12",0,1
" "," ","2004M01",0,1
" "," ","2004M02",1,0
" "," ","2004M03",1,2
" "," ","2004M04",0,1
" "," ","2004M05",1,0
" "," ","2004M06",1,0
" "," ","2004M07",0,0
" "," ","2004M08",0,3
" "," ","2004M09",0,1
" "," ","2004M10",0,2
" "," ","2004M11",0,0
" "," ","2004M12",0,0
" "," ","2005M01",2,4
" "," ","2005M02",0,0
" "," ","2005M03",0,0
" "," ","2005M04",0,0
" "," ","2005M05",0,0
" "," ","2005M06",0,0
" "," ","2005M07",0,0
" "," ","2005M08",0,1
" ","Papua New Guinea","2000M04",4,10
" "," ","2000M05",0,6
" "," ","2000M06",1,12
" "," ","2000M07",6,8
" "," ","2000M08",0,3
" "," ","2000M09",0,5
" "," ","2000M10",5,6
" "," ","2000M11",17,3
" "," ","2000M12",20,6
" "," ","2001M01",4,16
" "," ","2001M02",1,8
" "," ","2001M03",4,9
" "," ","2001M04",4,8
" "," ","2001M05",2,2
" "," ","2001M06",6,4
" "," ","2001M07",2,3
" "," ","2001M08",2,1
" "," ","2001M09",8,2
" "," ","2001M10",1,3
" "," ","2001M11",3,4
" "," ","2001M12",18,5
" "," ","2002M01",11,23
" "," ","2002M02",4,6
" "," ","2002M03",4,5
" "," ","2002M04",3,5
" "," ","2002M05",4,14
" "," ","2002M06",8,1
" "," ","2002M07",3,3
" "," ","2002M08",6,6
" "," ","2002M09",7,8
" "," ","2002M10",5,3
" "," ","2002M11",6,2
" "," ","2002M12",25,5
" "," ","2003M01",8,6
" "," ","2003M02",3,7
" "," ","2003M03",4,1
" "," ","2003M04",8,4
" "," ","2003M05",6,3
" "," ","2003M06",4,6
" "," ","2003M07",3,2
" "," ","2003M08",7,2
" "," ","2003M09",3,2
" "," ","2003M10",3,3
" "," ","2003M11",3,6
" "," ","2003M12",18,1
" "," ","2004M01",7,10
" "," ","2004M02",2,6
" "," ","2004M03",6,5
" "," ","2004M04",1,6
" "," ","2004M05",1,2
" "," ","2004M06",11,1
" "," ","2004M07",5,2
" "," ","2004M08",7,1
" "," ","2004M09",7,1
" "," ","2004M10",4,4
" "," ","2004M11",3,4
" "," ","2004M12",17,4
" "," ","2005M01",6,10
" "," ","2005M02",3,5
" "," ","2005M03",2,3
" "," ","2005M04",12,3
" "," ","2005M05",0,5
" "," ","2005M06",4,5
" "," ","2005M07",4,3
" "," ","2005M08",1,4
" ","Pitcairn","2000M04",0,0
" "," ","2000M05",0,0
" "," ","2000M06",0,0
" "," ","2000M07",0,0
" "," ","2000M08",1,0
" "," ","2000M09",0,0
" "," ","2000M10",0,0
" "," ","2000M11",0,0
" "," ","2000M12",0,0
" "," ","2001M01",0,0
" "," ","2001M02",0,0
" "," ","2001M03",0,0
" "," ","2001M04",0,0
" "," ","2001M05",0,0
" "," ","2001M06",0,0
" "," ","2001M07",0,0
" "," ","2001M08",0,0
" "," ","2001M09",0,0
" "," ","2001M10",0,0
" "," ","2001M11",0,0
" "," ","2001M12",3,0
" "," ","2002M01",0,0
" "," ","2002M02",0,1
" "," ","2002M03",0,0
" "," ","2002M04",0,0
" "," ","2002M05",0,0
" "," ","2002M06",0,0
" "," ","2002M07",0,0
" "," ","2002M08",0,0
" "," ","2002M09",0,0
" "," ","2002M10",0,0
" "," ","2002M11",0,1
" "," ","2002M12",0,0
" "," ","2003M01",0,2
" "," ","2003M02",0,0
" "," ","2003M03",0,0
" "," ","2003M04",0,0
" "," ","2003M05",0,0
" "," ","2003M06",0,0
" "," ","2003M07",0,0
" "," ","2003M08",0,1
" "," ","2003M09",0,0
" "," ","2003M10",0,0
" "," ","2003M11",1,0
" "," ","2003M12",0,0
" "," ","2004M01",2,0
" "," ","2004M02",0,0
" "," ","2004M03",0,0
" "," ","2004M04",0,0
" "," ","2004M05",0,0
" "," ","2004M06",0,0
" "," ","2004M07",0,0
" "," ","2004M08",0,0
" "," ","2004M09",0,0
" "," ","2004M10",0,0
" "," ","2004M11",0,0
" "," ","2004M12",1,1
" "," ","2005M01",0,0
" "," ","2005M02",0,0
" "," ","2005M03",1,0
" "," ","2005M04",0,2
" "," ","2005M05",0,0
" "," ","2005M06",0,0
" "," ","2005M07",0,0
" "," ","2005M08",0,0
" ","Palau","2000M04",0,0
" "," ","2000M05",0,0
" "," ","2000M06",0,0
" "," ","2000M07",0,0
" "," ","2000M08",0,0
" "," ","2000M09",0,0
" "," ","2000M10",0,0
" "," ","2000M11",0,0
" "," ","2000M12",0,0
" "," ","2001M01",0,0
" "," ","2001M02",0,0
" "," ","2001M03",0,0
" "," ","2001M04",0,0
" "," ","2001M05",0,0
" "," ","2001M06",0,0
" "," ","2001M07",0,0
" "," ","2001M08",0,0
" "," ","2001M09",0,0
" "," ","2001M10",0,0
" "," ","2001M11",0,0
" "," ","2001M12",0,0
" "," ","2002M01",0,0
" "," ","2002M02",0,0
" "," ","2002M03",0,0
" "," ","2002M04",1,0
" "," ","2002M05",0,0
" "," ","2002M06",0,0
" "," ","2002M07",0,0
" "," ","2002M08",0,0
" "," ","2002M09",0,0
" "," ","2002M10",0,0
" "," ","2002M11",0,0
" "," ","2002M12",0,0
" "," ","2003M01",0,0
" "," ","2003M02",0,0
" "," ","2003M03",0,0
" "," ","2003M04",0,0
" "," ","2003M05",0,0
" "," ","2003M06",0,0
" "," ","2003M07",0,0
" "," ","2003M08",0,0
" "," ","2003M09",0,0
" "," ","2003M10",0,0
" "," ","2003M11",3,0
" "," ","2003M12",0,0
" "," ","2004M01",0,0
" "," ","2004M02",0,0
" "," ","2004M03",0,1
" "," ","2004M04",0,0
" "," ","2004M05",0,0
" "," ","2004M06",0,0
" "," ","2004M07",0,0
" "," ","2004M08",0,0
" "," ","2004M09",0,1
" "," ","2004M10",0,0
" "," ","2004M11",0,0
" "," ","2004M12",0,0
" "," ","2005M01",0,0
" "," ","2005M02",0,0
" "," ","2005M03",1,0
" "," ","2005M04",0,0
" "," ","2005M05",0,0
" "," ","2005M06",0,0
" "," ","2005M07",0,0
" "," ","2005M08",0,0
" ","Solomon Islands","2000M04",0,0
" "," ","2000M05",2,1
" "," ","2000M06",26,4
" "," ","2000M07",2,2
" "," ","2000M08",1,0
" "," ","2000M09",0,1
" "," ","2000M10",0,0
" "," ","2000M11",0,4
" "," ","2000M12",4,4
" "," ","2001M01",0,1
" "," ","2001M02",0,2
" "," ","2001M03",0,0
" "," ","2001M04",0,0
" "," ","2001M05",0,2
" "," ","2001M06",0,0
" "," ","2001M07",2,1
" "," ","2001M08",0,3
" "," ","2001M09",0,0
" "," ","2001M10",1,2
" "," ","2001M11",0,0
" "," ","2001M12",7,3
" "," ","2002M01",0,3
" "," ","2002M02",2,1
" "," ","2002M03",1,4
" "," ","2002M04",3,0
" "," ","2002M05",0,1
" "," ","2002M06",0,0
" "," ","2002M07",0,1
" "," ","2002M08",0,1
" "," ","2002M09",0,0
" "," ","2002M10",0,2
" "," ","2002M11",0,0
" "," ","2002M12",0,0
" "," ","2003M01",5,1
" "," ","2003M02",0,1
" "," ","2003M03",2,1
" "," ","2003M04",0,1
" "," ","2003M05",2,1
" "," ","2003M06",0,0
" "," ","2003M07",0,0
" "," ","2003M08",0,0
" "," ","2003M09",0,1
" "," ","2003M10",3,2
" "," ","2003M11",2,0
" "," ","2003M12",2,4
" "," ","2004M01",0,0
" "," ","2004M02",1,3
" "," ","2004M03",0,3
" "," ","2004M04",0,1
" "," ","2004M05",0,3
" "," ","2004M06",0,1
" "," ","2004M07",1,0
" "," ","2004M08",2,1
" "," ","2004M09",0,2
" "," ","2004M10",0,5
" "," ","2004M11",1,0
" "," ","2004M12",1,4
" "," ","2005M01",2,1
" "," ","2005M02",1,6
" "," ","2005M03",0,4
" "," ","2005M04",0,0
" "," ","2005M05",0,0
" "," ","2005M06",2,1
" "," ","2005M07",0,1
" "," ","2005M08",0,2
" ","French Southern Territories","2000M04",0,0
" "," ","2000M05",0,0
" "," ","2000M06",0,0
" "," ","2000M07",0,0
" "," ","2000M08",0,0
" "," ","2000M09",0,0
" "," ","2000M10",0,0
" "," ","2000M11",0,0
" "," ","2000M12",0,0
" "," ","2001M01",0,0
" "," ","2001M02",0,0
" "," ","2001M03",0,0
" "," ","2001M04",0,0
" "," ","2001M05",0,0
" "," ","2001M06",0,0
" "," ","2001M07",0,0
" "," ","2001M08",0,0
" "," ","2001M09",0,0
" "," ","2001M10",0,0
" "," ","2001M11",0,0
" "," ","2001M12",0,0
" "," ","2002M01",0,0
" "," ","2002M02",0,0
" "," ","2002M03",0,0
" "," ","2002M04",0,0
" "," ","2002M05",0,0
" "," ","2002M06",0,0
" "," ","2002M07",0,0
" "," ","2002M08",0,0
" "," ","2002M09",0,0
" "," ","2002M10",0,0
" "," ","2002M11",0,0
" "," ","2002M12",0,0
" "," ","2003M01",0,0
" "," ","2003M02",0,0
" "," ","2003M03",0,0
" "," ","2003M04",0,0
" "," ","2003M05",0,0
" "," ","2003M06",0,0
" "," ","2003M07",0,0
" "," ","2003M08",0,0
" "," ","2003M09",0,0
" "," ","2003M10",0,0
" "," ","2003M11",0,0
" "," ","2003M12",0,0
" "," ","2004M01",0,0
" "," ","2004M02",0,0
" "," ","2004M03",0,0
" "," ","2004M04",0,0
" "," ","2004M05",0,0
" "," ","2004M06",0,0
" "," ","2004M07",0,0
" "," ","2004M08",0,0
" "," ","2004M09",0,0
" "," ","2004M10",0,0
" "," ","2004M11",0,0
" "," ","2004M12",0,0
" "," ","2005M01",0,0
" "," ","2005M02",0,0
" "," ","2005M03",0,0
" "," ","2005M04",0,0
" "," ","2005M05",0,0
" "," ","2005M06",0,0
" "," ","2005M07",0,0
" "," ","2005M08",0,0
" ","Tokelau","2000M04",8,2
" "," ","2000M05",0,0
" "," ","2000M06",4,7
" "," ","2000M07",2,1
" "," ","2000M08",3,3
" "," ","2000M09",0,0
" "," ","2000M10",7,2
" "," ","2000M11",3,2
" "," ","2000M12",0,0
" "," ","2001M01",3,3
" "," ","2001M02",6,2
" "," ","2001M03",3,1
" "," ","2001M04",2,7
" "," ","2001M05",0,4
" "," ","2001M06",3,7
" "," ","2001M07",0,3
" "," ","2001M08",1,3
" "," ","2001M09",2,2
" "," ","2001M10",2,2
" "," ","2001M11",4,1
" "," ","2001M12",1,2
" "," ","2002M01",3,1
" "," ","2002M02",2,1
" "," ","2002M03",9,5
" "," ","2002M04",0,2
" "," ","2002M05",1,0
" "," ","2002M06",0,0
" "," ","2002M07",1,0
" "," ","2002M08",0,8
" "," ","2002M09",1,1
" "," ","2002M10",2,4
" "," ","2002M11",2,2
" "," ","2002M12",4,5
" "," ","2003M01",3,1
" "," ","2003M02",7,2
" "," ","2003M03",0,1
" "," ","2003M04",7,0
" "," ","2003M05",0,7
" "," ","2003M06",1,2
" "," ","2003M07",0,5
" "," ","2003M08",1,0
" "," ","2003M09",2,0
" "," ","2003M10",5,1
" "," ","2003M11",8,3
" "," ","2003M12",14,1
" "," ","2004M01",14,4
" "," ","2004M02",4,6
" "," ","2004M03",0,0
" "," ","2004M04",9,2
" "," ","2004M05",1,1
" "," ","2004M06",0,4
" "," ","2004M07",1,3
" "," ","2004M08",2,2
" "," ","2004M09",8,8
" "," ","2004M10",5,0
" "," ","2004M11",5,10
" "," ","2004M12",12,1
" "," ","2005M01",4,4
" "," ","2005M02",6,8
" "," ","2005M03",5,4
" "," ","2005M04",2,1
" "," ","2005M05",5,3
" "," ","2005M06",1,2
" "," ","2005M07",0,4
" "," ","2005M08",1,2
" ","Tonga","2000M04",4,12
" "," ","2000M05",4,4
" "," ","2000M06",6,1
" "," ","2000M07",3,6
" "," ","2000M08",3,9
" "," ","2000M09",6,1
" "," ","2000M10",6,5
" "," ","2000M11",9,12
" "," ","2000M12",34,12
" "," ","2001M01",20,7
" "," ","2001M02",19,11
" "," ","2001M03",17,11
" "," ","2001M04",9,5
" "," ","2001M05",4,1
" "," ","2001M06",6,7
" "," ","2001M07",7,1
" "," ","2001M08",5,6
" "," ","2001M09",7,2
" "," ","2001M10",4,1
" "," ","2001M11",11,12
" "," ","2001M12",19,8
" "," ","2002M01",12,9
" "," ","2002M02",12,8
" "," ","2002M03",4,7
" "," ","2002M04",8,5
" "," ","2002M05",5,6
" "," ","2002M06",7,5
" "," ","2002M07",9,5
" "," ","2002M08",6,7
" "," ","2002M09",3,11
" "," ","2002M10",10,2
" "," ","2002M11",13,9
" "," ","2002M12",34,6
" "," ","2003M01",20,7
" "," ","2003M02",17,5
" "," ","2003M03",13,7
" "," ","2003M04",5,6
" "," ","2003M05",9,3
" "," ","2003M06",9,2
" "," ","2003M07",13,6
" "," ","2003M08",11,5
" "," ","2003M09",6,5
" "," ","2003M10",5,11
" "," ","2003M11",8,5
" "," ","2003M12",27,15
" "," ","2004M01",22,20
" "," ","2004M02",13,11
" "," ","2004M03",9,13
" "," ","2004M04",2,6
" "," ","2004M05",4,3
" "," ","2004M06",9,4
" "," ","2004M07",9,5
" "," ","2004M08",10,2
" "," ","2004M09",10,4
" "," ","2004M10",7,5
" "," ","2004M11",12,2
" "," ","2004M12",46,14
" "," ","2005M01",22,13
" "," ","2005M02",12,13
" "," ","2005M03",7,10
" "," ","2005M04",9,4
" "," ","2005M05",13,6
" "," ","2005M06",13,6
" "," ","2005M07",4,4
" "," ","2005M08",11,6
" ","Tuvalu","2000M04",0,0
" "," ","2000M05",1,0
" "," ","2000M06",0,0
" "," ","2000M07",0,0
" "," ","2000M08",0,0
" "," ","2000M09",0,0
" "," ","2000M10",0,0
" "," ","2000M11",0,0
" "," ","2000M12",0,0
" "," ","2001M01",0,0
" "," ","2001M02",0,0
" "," ","2001M03",0,1
" "," ","2001M04",0,0
" "," ","2001M05",0,0
" "," ","2001M06",0,0
" "," ","2001M07",0,0
" "," ","2001M08",0,0
" "," ","2001M09",0,0
" "," ","2001M10",0,0
" "," ","2001M11",1,0
" "," ","2001M12",0,0
" "," ","2002M01",0,0
" "," ","2002M02",0,1
" "," ","2002M03",1,0
" "," ","2002M04",0,1
" "," ","2002M05",0,0
" "," ","2002M06",0,1
" "," ","2002M07",0,0
" "," ","2002M08",0,3
" "," ","2002M09",0,0
" "," ","2002M10",0,0
" "," ","2002M11",1,2
" "," ","2002M12",3,1
" "," ","2003M01",1,1
" "," ","2003M02",0,1
" "," ","2003M03",1,1
" "," ","2003M04",1,1
" "," ","2003M05",0,0
" "," ","2003M06",0,1
" "," ","2003M07",0,0
" "," ","2003M08",0,0
" "," ","2003M09",2,0
" "," ","2003M10",1,1
" "," ","2003M11",0,0
" "," ","2003M12",2,2
" "," ","2004M01",0,2
" "," ","2004M02",3,1
" "," ","2004M03",0,0
" "," ","2004M04",0,0
" "," ","2004M05",0,0
" "," ","2004M06",0,0
" "," ","2004M07",0,0
" "," ","2004M08",0,0
" "," ","2004M09",0,0
" "," ","2004M10",1,0
" "," ","2004M11",0,0
" "," ","2004M12",2,0
" "," ","2005M01",0,0
" "," ","2005M02",0,0
" "," ","2005M03",0,1
" "," ","2005M04",1,0
" "," ","2005M05",0,0
" "," ","2005M06",0,0
" "," ","2005M07",0,0
" "," ","2005M08",0,0
" ","Vanuatu","2000M04",4,6
" "," ","2000M05",1,3
" "," ","2000M06",6,1
" "," ","2000M07",0,3
" "," ","2000M08",1,0
" "," ","2000M09",0,0
" "," ","2000M10",0,3
" "," ","2000M11",2,2
" "," ","2000M12",2,3
" "," ","2001M01",6,5
" "," ","2001M02",2,0
" "," ","2001M03",0,2
" "," ","2001M04",0,3
" "," ","2001M05",0,4
" "," ","2001M06",0,0
" "," ","2001M07",2,1
" "," ","2001M08",1,3
" "," ","2001M09",4,1
" "," ","2001M10",1,1
" "," ","2001M11",2,0
" "," ","2001M12",4,4
" "," ","2002M01",2,5
" "," ","2002M02",4,7
" "," ","2002M03",3,4
" "," ","2002M04",4,6
" "," ","2002M05",0,4
" "," ","2002M06",0,0
" "," ","2002M07",0,0
" "," ","2002M08",0,0
" "," ","2002M09",0,0
" "," ","2002M10",0,0
" "," ","2002M11",5,1
" "," ","2002M12",6,2
" "," ","2003M01",6,5
" "," ","2003M02",2,0
" "," ","2003M03",7,3
" "," ","2003M04",8,0
" "," ","2003M05",0,1
" "," ","2003M06",5,2
" "," ","2003M07",2,4
" "," ","2003M08",0,0
" "," ","2003M09",0,5
" "," ","2003M10",1,3
" "," ","2003M11",3,2
" "," ","2003M12",4,3
" "," ","2004M01",3,7
" "," ","2004M02",0,0
" "," ","2004M03",0,3
" "," ","2004M04",1,1
" "," ","2004M05",2,5
" "," ","2004M06",0,1
" "," ","2004M07",0,0
" "," ","2004M08",0,1
" "," ","2004M09",0,0
" "," ","2004M10",5,1
" "," ","2004M11",2,0
" "," ","2004M12",4,2
" "," ","2005M01",10,6
" "," ","2005M02",2,7
" "," ","2005M03",0,1
" "," ","2005M04",0,8
" "," ","2005M05",4,3
" "," ","2005M06",0,0
" "," ","2005M07",2,3
" "," ","2005M08",3,1
" ","Wallis and Futuna","2000M04",0,0
" "," ","2000M05",0,0
" "," ","2000M06",0,0
" "," ","2000M07",0,0
" "," ","2000M08",0,0
" "," ","2000M09",0,0
" "," ","2000M10",0,0
" "," ","2000M11",0,0
" "," ","2000M12",0,0
" "," ","2001M01",0,0
" "," ","2001M02",0,0
" "," ","2001M03",0,0
" "," ","2001M04",0,0
" "," ","2001M05",0,0
" "," ","2001M06",0,0
" "," ","2001M07",0,0
" "," ","2001M08",0,0
" "," ","2001M09",0,0
" "," ","2001M10",0,0
" "," ","2001M11",0,0
" "," ","2001M12",0,0
" "," ","2002M01",0,0
" "," ","2002M02",0,0
" "," ","2002M03",0,0
" "," ","2002M04",0,0
" "," ","2002M05",0,0
" "," ","2002M06",0,0
" "," ","2002M07",0,0
" "," ","2002M08",0,0
" "," ","2002M09",0,0
" "," ","2002M10",0,0
" "," ","2002M11",0,0
" "," ","2002M12",0,0
" "," ","2003M01",0,0
" "," ","2003M02",0,0
" "," ","2003M03",0,0
" "," ","2003M04",0,0
" "," ","2003M05",0,0
" "," ","2003M06",0,0
" "," ","2003M07",0,0
" "," ","2003M08",0,0
" "," ","2003M09",0,0
" "," ","2003M10",0,0
" "," ","2003M11",0,0
" "," ","2003M12",0,0
" "," ","2004M01",0,0
" "," ","2004M02",0,0
" "," ","2004M03",0,0
" "," ","2004M04",0,0
" "," ","2004M05",0,0
" "," ","2004M06",0,0
" "," ","2004M07",0,0
" "," ","2004M08",0,0
" "," ","2004M09",0,0
" "," ","2004M10",0,0
" "," ","2004M11",0,0
" "," ","2004M12",0,0
" "," ","2005M01",0,0
" "," ","2005M02",0,0
" "," ","2005M03",0,0
" "," ","2005M04",0,1
" "," ","2005M05",0,0
" "," ","2005M06",0,0
" "," ","2005M07",0,0
" "," ","2005M08",0,0
" ","Samoa","2000M04",23,22
" "," ","2000M05",22,13
" "," ","2000M06",33,8
" "," ","2000M07",29,26
" "," ","2000M08",35,20
" "," ","2000M09",22,14
" "," ","2000M10",23,14
" "," ","2000M11",37,14
" "," ","2000M12",93,32
" "," ","2001M01",59,57
" "," ","2001M02",51,13
" "," ","2001M03",16,19
" "," ","2001M04",30,15
" "," ","2001M05",22,8
