"Permanent & long-term migration by EVERY country of residence and citizenship (Monthly)","","","",""
"","","","Arrivals","Departures"
" "," ","2009M04",0,2
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",0,0
" "," ","2009M09",1,0
" "," ","2009M10",0,0
" "," ","2009M11",0,0
" "," ","2009M12",1,4
" "," ","2010M01",0,0
" "," ","2010M02",0,0
" "," ","2010M03",0,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",0,1
" "," ","2010M07",0,0
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",0,0
" "," ","2010M11",0,0
" "," ","2010M12",0,0
" "," ","2011M01",0,0
" ","Nigeria","2005M09",1,1
" "," ","2005M10",1,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",0,0
" "," ","2006M03",1,0
" "," ","2006M04",0,0
" "," ","2006M05",0,0
" "," ","2006M06",1,0
" "," ","2006M07",6,0
" "," ","2006M08",6,0
" "," ","2006M09",0,0
" "," ","2006M10",0,1
" "," ","2006M11",0,0
" "," ","2006M12",8,0
" "," ","2007M01",0,0
" "," ","2007M02",0,0
" "," ","2007M03",1,2
" "," ","2007M04",0,1
" "," ","2007M05",1,1
" "," ","2007M06",0,2
" "," ","2007M07",5,0
" "," ","2007M08",0,2
" "," ","2007M09",0,0
" "," ","2007M10",0,0
" "," ","2007M11",0,0
" "," ","2007M12",0,0
" "," ","2008M01",0,1
" "," ","2008M02",0,1
" "," ","2008M03",0,0
" "," ","2008M04",0,0
" "," ","2008M05",2,0
" "," ","2008M06",1,0
" "," ","2008M07",1,1
" "," ","2008M08",2,7
" "," ","2008M09",0,1
" "," ","2008M10",0,0
" "," ","2008M11",1,0
" "," ","2008M12",1,5
" "," ","2009M01",0,1
" "," ","2009M02",0,0
" "," ","2009M03",1,0
" "," ","2009M04",1,1
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",1,0
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",0,1
" "," ","2009M12",6,0
" "," ","2010M01",0,0
" "," ","2010M02",0,0
" "," ","2010M03",0,0
" "," ","2010M04",0,0
" "," ","2010M05",1,0
" "," ","2010M06",0,0
" "," ","2010M07",4,7
" "," ","2010M08",0,2
" "," ","2010M09",0,0
" "," ","2010M10",0,0
" "," ","2010M11",0,0
" "," ","2010M12",0,1
" "," ","2011M01",6,1
" ","Oman","2005M09",0,2
" "," ","2005M10",0,1
" "," ","2005M11",1,1
" "," ","2005M12",0,1
" "," ","2006M01",0,0
" "," ","2006M02",2,0
" "," ","2006M03",0,0
" "," ","2006M04",0,0
" "," ","2006M05",2,2
" "," ","2006M06",3,2
" "," ","2006M07",8,1
" "," ","2006M08",0,6
" "," ","2006M09",0,2
" "," ","2006M10",1,3
" "," ","2006M11",0,1
" "," ","2006M12",0,1
" "," ","2007M01",0,6
" "," ","2007M02",0,5
" "," ","2007M03",0,0
" "," ","2007M04",4,8
" "," ","2007M05",0,2
" "," ","2007M06",1,5
" "," ","2007M07",0,2
" "," ","2007M08",1,10
" "," ","2007M09",0,2
" "," ","2007M10",1,6
" "," ","2007M11",0,3
" "," ","2007M12",3,1
" "," ","2008M01",0,6
" "," ","2008M02",1,5
" "," ","2008M03",0,0
" "," ","2008M04",0,1
" "," ","2008M05",0,2
" "," ","2008M06",4,2
" "," ","2008M07",0,2
" "," ","2008M08",2,14
" "," ","2008M09",5,0
" "," ","2008M10",0,5
" "," ","2008M11",1,6
" "," ","2008M12",1,0
" "," ","2009M01",0,3
" "," ","2009M02",0,2
" "," ","2009M03",0,7
" "," ","2009M04",2,1
" "," ","2009M05",0,2
" "," ","2009M06",0,1
" "," ","2009M07",0,0
" "," ","2009M08",0,4
" "," ","2009M09",4,7
" "," ","2009M10",1,1
" "," ","2009M11",1,0
" "," ","2009M12",5,5
" "," ","2010M01",2,0
" "," ","2010M02",2,1
" "," ","2010M03",0,4
" "," ","2010M04",1,7
" "," ","2010M05",1,1
" "," ","2010M06",4,2
" "," ","2010M07",2,2
" "," ","2010M08",2,2
" "," ","2010M09",0,1
" "," ","2010M10",2,0
" "," ","2010M11",0,2
" "," ","2010M12",0,0
" "," ","2011M01",9,1
" ","Gaza Strip/Palestine/West Bank","2005M09",0,0
" "," ","2005M10",0,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",0,0
" "," ","2006M03",1,0
" "," ","2006M04",0,0
" "," ","2006M05",0,0
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",0,0
" "," ","2006M09",0,0
" "," ","2006M10",0,0
" "," ","2006M11",0,0
" "," ","2006M12",0,0
" "," ","2007M01",0,0
" "," ","2007M02",1,1
" "," ","2007M03",0,0
" "," ","2007M04",0,0
" "," ","2007M05",0,0
" "," ","2007M06",0,0
" "," ","2007M07",0,0
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",1,0
" "," ","2007M11",0,0
" "," ","2007M12",0,0
" "," ","2008M01",0,0
" "," ","2008M02",0,0
" "," ","2008M03",0,0
" "," ","2008M04",0,0
" "," ","2008M05",0,0
" "," ","2008M06",0,0
" "," ","2008M07",0,0
" "," ","2008M08",0,0
" "," ","2008M09",0,0
" "," ","2008M10",0,0
" "," ","2008M11",0,0
" "," ","2008M12",0,0
" "," ","2009M01",0,0
" "," ","2009M02",0,0
" "," ","2009M03",0,0
" "," ","2009M04",0,1
" "," ","2009M05",0,0
" "," ","2009M06",1,0
" "," ","2009M07",0,0
" "," ","2009M08",0,0
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",0,0
" "," ","2009M12",0,0
" "," ","2010M01",0,0
" "," ","2010M02",0,0
" "," ","2010M03",1,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",1,0
" "," ","2010M07",0,0
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",0,0
" "," ","2010M11",0,0
" "," ","2010M12",0,0
" "," ","2011M01",0,6
" ","Qatar","2005M09",4,7
" "," ","2005M10",0,1
" "," ","2005M11",1,1
" "," ","2005M12",0,2
" "," ","2006M01",3,6
" "," ","2006M02",1,2
" "," ","2006M03",0,1
" "," ","2006M04",1,2
" "," ","2006M05",0,8
" "," ","2006M06",3,3
" "," ","2006M07",3,16
" "," ","2006M08",0,11
" "," ","2006M09",0,6
" "," ","2006M10",1,7
" "," ","2006M11",2,1
" "," ","2006M12",0,6
" "," ","2007M01",1,3
" "," ","2007M02",2,5
" "," ","2007M03",2,9
" "," ","2007M04",1,4
" "," ","2007M05",4,6
" "," ","2007M06",5,5
" "," ","2007M07",2,16
" "," ","2007M08",1,18
" "," ","2007M09",3,12
" "," ","2007M10",2,5
" "," ","2007M11",0,1
" "," ","2007M12",3,20
" "," ","2008M01",2,7
" "," ","2008M02",1,1
" "," ","2008M03",2,1
" "," ","2008M04",4,10
" "," ","2008M05",0,7
" "," ","2008M06",6,6
" "," ","2008M07",6,9
" "," ","2008M08",4,43
" "," ","2008M09",0,6
" "," ","2008M10",0,18
" "," ","2008M11",0,6
" "," ","2008M12",4,11
" "," ","2009M01",1,18
" "," ","2009M02",1,23
" "," ","2009M03",0,12
" "," ","2009M04",2,9
" "," ","2009M05",2,7
" "," ","2009M06",3,3
" "," ","2009M07",6,7
" "," ","2009M08",2,32
" "," ","2009M09",1,11
" "," ","2009M10",4,14
" "," ","2009M11",4,6
" "," ","2009M12",2,4
" "," ","2010M01",6,13
" "," ","2010M02",5,4
" "," ","2010M03",0,3
" "," ","2010M04",3,5
" "," ","2010M05",0,6
" "," ","2010M06",1,5
" "," ","2010M07",13,9
" "," ","2010M08",3,15
" "," ","2010M09",5,7
" "," ","2010M10",5,4
" "," ","2010M11",2,5
" "," ","2010M12",5,14
" "," ","2011M01",4,4
" ","Reunion","2005M09",0,0
" "," ","2005M10",0,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",0,0
" "," ","2006M03",0,0
" "," ","2006M04",0,0
" "," ","2006M05",0,0
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",0,0
" "," ","2006M09",0,0
" "," ","2006M10",0,0
" "," ","2006M11",0,0
" "," ","2006M12",1,0
" "," ","2007M01",0,0
" "," ","2007M02",0,0
" "," ","2007M03",0,0
" "," ","2007M04",0,0
" "," ","2007M05",0,0
" "," ","2007M06",0,0
" "," ","2007M07",0,0
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",0,0
" "," ","2007M11",0,0
" "," ","2007M12",0,0
" "," ","2008M01",0,0
" "," ","2008M02",0,0
" "," ","2008M03",0,0
" "," ","2008M04",0,0
" "," ","2008M05",0,0
" "," ","2008M06",0,0
" "," ","2008M07",0,0
" "," ","2008M08",0,0
" "," ","2008M09",0,0
" "," ","2008M10",0,0
" "," ","2008M11",0,0
" "," ","2008M12",0,0
" "," ","2009M01",0,0
" "," ","2009M02",0,0
" "," ","2009M03",0,0
" "," ","2009M04",0,0
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",0,0
" "," ","2009M09",0,0
" "," ","2009M10",1,0
" "," ","2009M11",0,0
" "," ","2009M12",0,0
" "," ","2010M01",0,0
" "," ","2010M02",0,0
" "," ","2010M03",0,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",0,0
" "," ","2010M07",0,0
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",0,0
" "," ","2010M11",0,0
" "," ","2010M12",0,0
" "," ","2011M01",0,0
" ","Rwanda","2005M09",0,0
" "," ","2005M10",0,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",0,0
" "," ","2006M03",0,0
" "," ","2006M04",0,0
" "," ","2006M05",0,0
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",0,0
" "," ","2006M09",0,0
" "," ","2006M10",0,0
" "," ","2006M11",0,0
" "," ","2006M12",0,0
" "," ","2007M01",0,0
" "," ","2007M02",0,0
" "," ","2007M03",0,0
" "," ","2007M04",0,0
" "," ","2007M05",0,0
" "," ","2007M06",0,0
" "," ","2007M07",0,0
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",0,0
" "," ","2007M11",0,0
" "," ","2007M12",0,0
" "," ","2008M01",0,0
" "," ","2008M02",0,0
" "," ","2008M03",0,0
" "," ","2008M04",1,0
" "," ","2008M05",0,0
" "," ","2008M06",0,0
" "," ","2008M07",0,0
" "," ","2008M08",0,0
" "," ","2008M09",0,0
" "," ","2008M10",0,0
" "," ","2008M11",0,0
" "," ","2008M12",0,0
" "," ","2009M01",0,3
" "," ","2009M02",0,0
" "," ","2009M03",0,0
" "," ","2009M04",0,0
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",0,0
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",0,0
" "," ","2009M12",0,0
" "," ","2010M01",0,1
" "," ","2010M02",0,0
" "," ","2010M03",3,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",0,0
" "," ","2010M07",0,0
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",0,0
" "," ","2010M11",4,0
" "," ","2010M12",0,0
" "," ","2011M01",0,0
" ","Saudi Arabia","2005M09",2,9
" "," ","2005M10",1,0
" "," ","2005M11",2,3
" "," ","2005M12",0,6
" "," ","2006M01",2,3
" "," ","2006M02",2,4
" "," ","2006M03",5,6
" "," ","2006M04",4,6
" "," ","2006M05",1,8
" "," ","2006M06",5,3
" "," ","2006M07",0,1
" "," ","2006M08",1,14
" "," ","2006M09",2,3
" "," ","2006M10",2,9
" "," ","2006M11",1,4
" "," ","2006M12",2,2
" "," ","2007M01",2,4
" "," ","2007M02",0,4
" "," ","2007M03",1,10
" "," ","2007M04",1,6
" "," ","2007M05",4,9
" "," ","2007M06",5,7
" "," ","2007M07",2,15
" "," ","2007M08",1,6
" "," ","2007M09",6,9
" "," ","2007M10",6,1
" "," ","2007M11",9,9
" "," ","2007M12",0,9
" "," ","2008M01",1,11
" "," ","2008M02",3,9
" "," ","2008M03",2,6
" "," ","2008M04",1,4
" "," ","2008M05",8,2
" "," ","2008M06",3,7
" "," ","2008M07",6,13
" "," ","2008M08",2,7
" "," ","2008M09",3,6
" "," ","2008M10",3,7
" "," ","2008M11",1,4
" "," ","2008M12",3,3
" "," ","2009M01",11,11
" "," ","2009M02",2,2
" "," ","2009M03",5,6
" "," ","2009M04",3,12
" "," ","2009M05",4,2
" "," ","2009M06",1,6
" "," ","2009M07",3,4
" "," ","2009M08",2,8
" "," ","2009M09",0,22
" "," ","2009M10",4,11
" "," ","2009M11",4,10
" "," ","2009M12",6,7
" "," ","2010M01",3,6
" "," ","2010M02",8,4
" "," ","2010M03",6,3
" "," ","2010M04",2,7
" "," ","2010M05",4,3
" "," ","2010M06",2,8
" "," ","2010M07",6,4
" "," ","2010M08",4,2
" "," ","2010M09",5,15
" "," ","2010M10",3,5
" "," ","2010M11",5,12
" "," ","2010M12",12,7
" "," ","2011M01",8,9
" ","Seychelles","2005M09",0,0
" "," ","2005M10",0,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",0,0
" "," ","2006M03",0,1
" "," ","2006M04",0,0
" "," ","2006M05",0,0
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",0,0
" "," ","2006M09",0,0
" "," ","2006M10",0,0
" "," ","2006M11",0,0
" "," ","2006M12",1,0
" "," ","2007M01",0,0
" "," ","2007M02",0,0
" "," ","2007M03",0,0
" "," ","2007M04",0,0
" "," ","2007M05",0,0
" "," ","2007M06",0,0
" "," ","2007M07",0,0
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",0,0
" "," ","2007M11",0,0
" "," ","2007M12",0,1
" "," ","2008M01",0,0
" "," ","2008M02",0,0
" "," ","2008M03",0,0
" "," ","2008M04",0,0
" "," ","2008M05",0,0
" "," ","2008M06",0,0
" "," ","2008M07",0,0
" "," ","2008M08",0,0
" "," ","2008M09",0,0
" "," ","2008M10",0,1
" "," ","2008M11",0,0
" "," ","2008M12",0,0
" "," ","2009M01",0,0
" "," ","2009M02",0,0
" "," ","2009M03",0,0
" "," ","2009M04",0,0
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",4,0
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",0,0
" "," ","2009M12",0,0
" "," ","2010M01",0,0
" "," ","2010M02",0,0
" "," ","2010M03",0,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",0,0
" "," ","2010M07",0,0
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",0,0
" "," ","2010M11",0,0
" "," ","2010M12",0,0
" "," ","2011M01",0,0
" ","Sudan","2005M09",2,0
" "," ","2005M10",0,0
" "," ","2005M11",0,1
" "," ","2005M12",0,0
" "," ","2006M01",1,0
" "," ","2006M02",4,1
" "," ","2006M03",0,1
" "," ","2006M04",0,1
" "," ","2006M05",0,1
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",0,1
" "," ","2006M09",4,0
" "," ","2006M10",0,0
" "," ","2006M11",1,1
" "," ","2006M12",2,4
" "," ","2007M01",0,1
" "," ","2007M02",0,0
" "," ","2007M03",0,0
" "," ","2007M04",3,1
" "," ","2007M05",0,1
" "," ","2007M06",0,2
" "," ","2007M07",0,2
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",0,0
" "," ","2007M11",0,0
" "," ","2007M12",1,4
" "," ","2008M01",0,2
" "," ","2008M02",0,0
" "," ","2008M03",1,0
" "," ","2008M04",0,1
" "," ","2008M05",4,1
" "," ","2008M06",0,0
" "," ","2008M07",1,0
" "," ","2008M08",0,1
" "," ","2008M09",1,1
" "," ","2008M10",0,0
" "," ","2008M11",0,0
" "," ","2008M12",0,0
" "," ","2009M01",1,0
" "," ","2009M02",0,0
" "," ","2009M03",0,0
" "," ","2009M04",0,1
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",1,0
" "," ","2009M08",0,0
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",7,0
" "," ","2009M12",0,0
" "," ","2010M01",0,1
" "," ","2010M02",0,0
" "," ","2010M03",0,0
" "," ","2010M04",1,1
" "," ","2010M05",0,0
" "," ","2010M06",0,0
" "," ","2010M07",0,1
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",0,1
" "," ","2010M11",0,0
" "," ","2010M12",1,0
" "," ","2011M01",1,1
" ","St Helena","2005M09",0,0
" "," ","2005M10",0,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",0,0
" "," ","2006M03",0,0
" "," ","2006M04",0,0
" "," ","2006M05",0,0
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",0,0
" "," ","2006M09",0,0
" "," ","2006M10",0,0
" "," ","2006M11",0,0
" "," ","2006M12",0,0
" "," ","2007M01",0,0
" "," ","2007M02",0,0
" "," ","2007M03",0,0
" "," ","2007M04",0,0
" "," ","2007M05",0,0
" "," ","2007M06",0,0
" "," ","2007M07",0,0
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",0,0
" "," ","2007M11",0,0
" "," ","2007M12",0,0
" "," ","2008M01",0,0
" "," ","2008M02",0,0
" "," ","2008M03",0,0
" "," ","2008M04",0,0
" "," ","2008M05",0,0
" "," ","2008M06",0,0
" "," ","2008M07",0,0
" "," ","2008M08",0,0
" "," ","2008M09",0,0
" "," ","2008M10",0,0
" "," ","2008M11",0,0
" "," ","2008M12",0,0
" "," ","2009M01",0,0
" "," ","2009M02",0,0
" "," ","2009M03",0,0
" "," ","2009M04",0,0
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",0,2
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",0,0
" "," ","2009M12",0,0
" "," ","2010M01",0,0
" "," ","2010M02",0,0
" "," ","2010M03",0,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",0,0
" "," ","2010M07",0,0
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",0,0
" "," ","2010M11",2,0
" "," ","2010M12",0,2
" "," ","2011M01",0,0
" ","Sierra Leone","2005M09",0,0
" "," ","2005M10",0,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",0,0
" "," ","2006M03",0,0
" "," ","2006M04",0,0
" "," ","2006M05",0,0
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",0,0
" "," ","2006M09",0,0
" "," ","2006M10",0,1
" "," ","2006M11",0,0
" "," ","2006M12",0,0
" "," ","2007M01",0,0
" "," ","2007M02",0,0
" "," ","2007M03",0,0
" "," ","2007M04",0,0
" "," ","2007M05",0,0
" "," ","2007M06",0,0
" "," ","2007M07",1,0
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",0,1
" "," ","2007M11",0,0
" "," ","2007M12",0,0
" "," ","2008M01",0,0
" "," ","2008M02",0,0
" "," ","2008M03",0,0
" "," ","2008M04",0,0
" "," ","2008M05",0,0
" "," ","2008M06",0,0
" "," ","2008M07",1,0
" "," ","2008M08",0,0
" "," ","2008M09",1,0
" "," ","2008M10",0,0
" "," ","2008M11",0,0
" "," ","2008M12",0,0
" "," ","2009M01",0,0
" "," ","2009M02",0,0
" "," ","2009M03",0,0
" "," ","2009M04",0,0
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",0,2
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",0,0
" "," ","2009M12",0,0
" "," ","2010M01",0,0
" "," ","2010M02",0,0
" "," ","2010M03",0,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",0,0
" "," ","2010M07",0,0
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",1,0
" "," ","2010M11",0,3
" "," ","2010M12",0,1
" "," ","2011M01",1,4
" ","Senegal","2005M09",3,0
" "," ","2005M10",0,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",0,0
" "," ","2006M03",0,0
" "," ","2006M04",0,0
" "," ","2006M05",0,0
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",0,0
" "," ","2006M09",0,0
" "," ","2006M10",0,0
" "," ","2006M11",0,0
" "," ","2006M12",0,0
" "," ","2007M01",0,0
" "," ","2007M02",0,0
" "," ","2007M03",0,0
" "," ","2007M04",0,0
" "," ","2007M05",0,0
" "," ","2007M06",0,0
" "," ","2007M07",0,0
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",0,0
" "," ","2007M11",0,0
" "," ","2007M12",0,0
" "," ","2008M01",0,0
" "," ","2008M02",0,0
" "," ","2008M03",0,0
" "," ","2008M04",0,0
" "," ","2008M05",0,0
" "," ","2008M06",0,0
" "," ","2008M07",0,0
" "," ","2008M08",1,0
" "," ","2008M09",0,0
" "," ","2008M10",0,0
" "," ","2008M11",0,0
" "," ","2008M12",0,0
" "," ","2009M01",0,0
" "," ","2009M02",0,0
" "," ","2009M03",0,0
" "," ","2009M04",0,0
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",0,0
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",0,0
" "," ","2009M12",0,0
" "," ","2010M01",0,0
" "," ","2010M02",0,0
" "," ","2010M03",0,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",0,0
" "," ","2010M07",0,0
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",0,0
" "," ","2010M11",0,0
" "," ","2010M12",0,0
" "," ","2011M01",0,0
" ","Somalia","2005M09",0,1
" "," ","2005M10",0,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",1,2
" "," ","2006M03",0,0
" "," ","2006M04",2,0
" "," ","2006M05",0,0
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",1,0
" "," ","2006M09",0,0
" "," ","2006M10",0,0
" "," ","2006M11",0,0
" "," ","2006M12",0,1
" "," ","2007M01",1,1
" "," ","2007M02",1,2
" "," ","2007M03",1,0
" "," ","2007M04",1,1
" "," ","2007M05",2,1
" "," ","2007M06",0,0
" "," ","2007M07",1,0
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",0,0
" "," ","2007M11",1,0
" "," ","2007M12",0,0
" "," ","2008M01",0,1
" "," ","2008M02",0,0
" "," ","2008M03",0,0
" "," ","2008M04",0,0
" "," ","2008M05",0,0
" "," ","2008M06",0,0
" "," ","2008M07",0,0
" "," ","2008M08",0,0
" "," ","2008M09",0,0
" "," ","2008M10",0,2
" "," ","2008M11",0,0
" "," ","2008M12",1,0
" "," ","2009M01",0,0
" "," ","2009M02",1,0
" "," ","2009M03",0,0
" "," ","2009M04",0,0
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",0,0
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",0,0
" "," ","2009M12",0,0
" "," ","2010M01",0,0
" "," ","2010M02",1,0
" "," ","2010M03",0,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",0,0
" "," ","2010M07",0,0
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",0,0
" "," ","2010M11",0,0
" "," ","2010M12",1,0
" "," ","2011M01",0,0
" ","South Sudan","2005M09",0,0
" "," ","2005M10",0,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",0,0
" "," ","2006M03",0,0
" "," ","2006M04",0,0
" "," ","2006M05",0,0
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",0,0
" "," ","2006M09",0,0
" "," ","2006M10",0,0
" "," ","2006M11",0,0
" "," ","2006M12",0,0
" "," ","2007M01",0,0
" "," ","2007M02",0,0
" "," ","2007M03",0,0
" "," ","2007M04",0,0
" "," ","2007M05",0,0
" "," ","2007M06",0,0
" "," ","2007M07",0,0
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",0,0
" "," ","2007M11",0,0
" "," ","2007M12",0,0
" "," ","2008M01",0,0
" "," ","2008M02",0,0
" "," ","2008M03",0,0
" "," ","2008M04",0,0
" "," ","2008M05",0,0
" "," ","2008M06",0,0
" "," ","2008M07",0,0
" "," ","2008M08",0,0
" "," ","2008M09",0,0
" "," ","2008M10",0,0
" "," ","2008M11",0,0
" "," ","2008M12",0,0
" "," ","2009M01",0,0
" "," ","2009M02",0,0
" "," ","2009M03",0,0
" "," ","2009M04",0,0
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",0,0
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",0,0
" "," ","2009M12",0,0
" "," ","2010M01",0,0
" "," ","2010M02",0,0
" "," ","2010M03",0,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",0,0
" "," ","2010M07",0,0
" "," ","2010M08",0,0
" "," ","2010M09",0,0
" "," ","2010M10",0,0
" "," ","2010M11",0,0
" "," ","2010M12",0,0
" "," ","2011M01",0,0
" ","Sao Tome and Principe","2005M09",0,0
" "," ","2005M10",0,0
" "," ","2005M11",0,0
" "," ","2005M12",0,0
" "," ","2006M01",0,0
" "," ","2006M02",0,0
" "," ","2006M03",0,0
" "," ","2006M04",0,0
" "," ","2006M05",0,0
" "," ","2006M06",0,0
" "," ","2006M07",0,0
" "," ","2006M08",0,0
" "," ","2006M09",0,0
" "," ","2006M10",0,0
" "," ","2006M11",0,0
" "," ","2006M12",0,0
" "," ","2007M01",0,0
" "," ","2007M02",0,0
" "," ","2007M03",0,0
" "," ","2007M04",0,0
" "," ","2007M05",0,0
" "," ","2007M06",0,0
" "," ","2007M07",0,0
" "," ","2007M08",0,0
" "," ","2007M09",0,0
" "," ","2007M10",0,0
" "," ","2007M11",0,0
" "," ","2007M12",0,0
" "," ","2008M01",0,0
" "," ","2008M02",0,0
" "," ","2008M03",0,0
" "," ","2008M04",0,0
" "," ","2008M05",0,0
" "," ","2008M06",0,0
" "," ","2008M07",0,0
" "," ","2008M08",0,0
" "," ","2008M09",0,0
" "," ","2008M10",0,0
" "," ","2008M11",0,0
" "," ","2008M12",0,0
" "," ","2009M01",0,0
" "," ","2009M02",0,0
" "," ","2009M03",0,0
" "," ","2009M04",0,0
" "," ","2009M05",0,0
" "," ","2009M06",0,0
" "," ","2009M07",0,0
" "," ","2009M08",0,0
" "," ","2009M09",0,0
" "," ","2009M10",0,0
" "," ","2009M11",0,0
" "," ","2009M12",0,0
" "," ","2010M01",0,0
" "," ","2010M02",0,0
" "," ","2010M03",0,0
" "," ","2010M04",0,0
" "," ","2010M05",0,0
" "," ","2010M06",0,0
" "," ","2010M07",0,0
