"Permanent & long-term migration by EVERY country of residence and citizenship (Monthly)","","","",""
"","","","Arrivals","Departures"
" "," ","1989M10",0,0
" "," ","1989M11",0,0
" "," ","1989M12",0,2
" "," ","1990M01",0,1
" "," ","1990M02",2,3
" "," ","1990M03",0,0
" "," ","1990M04",0,0
" "," ","1990M05",0,0
" "," ","1990M06",0,0
" "," ","1990M07",0,0
" "," ","1990M08",0,0
" "," ","1990M09",0,1
" "," ","1990M10",0,0
" "," ","1990M11",0,1
" "," ","1990M12",0,0
" "," ","1991M01",0,0
" "," ","1991M02",0,0
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,1
" "," ","1991M06",0,0
" "," ","1991M07",0,0
" "," ","1991M08",0,0
" "," ","1991M09",0,0
" "," ","1991M10",0,0
" "," ","1991M11",0,0
" "," ","1991M12",0,0
" "," ","1992M01",0,0
" "," ","1992M02",0,1
" "," ","1992M03",0,0
" "," ","1992M04",0,0
" "," ","1992M05",0,0
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,0
" "," ","1992M09",0,0
" "," ","1992M10",0,0
" "," ","1992M11",0,0
" "," ","1992M12",0,0
" "," ","1993M01",0,0
" "," ","1993M02",0,0
" "," ","1993M03",0,0
" "," ","1993M04",0,0
" "," ","1993M05",0,0
" "," ","1993M06",0,0
" "," ","1993M07",0,1
" "," ","1993M08",0,0
" "," ","1993M09",0,0
" "," ","1993M10",1,0
" "," ","1993M11",0,0
" "," ","1993M12",1,0
" "," ","1994M01",0,0
" "," ","1994M02",0,0
" "," ","1994M03",0,0
" "," ","1994M04",0,0
" "," ","1994M05",0,0
" "," ","1994M06",1,0
" "," ","1994M07",0,0
" "," ","1994M08",0,0
" "," ","1994M09",0,0
" "," ","1994M10",0,0
" ","New Caledonia","1989M06",1,1
" "," ","1989M07",2,2
" "," ","1989M08",0,1
" "," ","1989M09",3,1
" "," ","1989M10",0,0
" "," ","1989M11",4,2
" "," ","1989M12",10,0
" "," ","1990M01",2,4
" "," ","1990M02",1,10
" "," ","1990M03",1,1
" "," ","1990M04",0,3
" "," ","1990M05",1,0
" "," ","1990M06",5,2
" "," ","1990M07",3,3
" "," ","1990M08",2,0
" "," ","1990M09",2,1
" "," ","1990M10",0,4
" "," ","1990M11",4,1
" "," ","1990M12",6,6
" "," ","1991M01",0,8
" "," ","1991M02",2,9
" "," ","1991M03",3,1
" "," ","1991M04",2,2
" "," ","1991M05",1,6
" "," ","1991M06",2,2
" "," ","1991M07",0,1
" "," ","1991M08",1,2
" "," ","1991M09",0,2
" "," ","1991M10",0,9
" "," ","1991M11",7,0
" "," ","1991M12",2,3
" "," ","1992M01",3,0
" "," ","1992M02",13,4
" "," ","1992M03",5,14
" "," ","1992M04",1,4
" "," ","1992M05",3,0
" "," ","1992M06",1,4
" "," ","1992M07",1,1
" "," ","1992M08",5,0
" "," ","1992M09",4,3
" "," ","1992M10",6,2
" "," ","1992M11",1,0
" "," ","1992M12",4,5
" "," ","1993M01",4,4
" "," ","1993M02",9,4
" "," ","1993M03",3,5
" "," ","1993M04",3,1
" "," ","1993M05",5,5
" "," ","1993M06",0,2
" "," ","1993M07",4,3
" "," ","1993M08",1,2
" "," ","1993M09",0,5
" "," ","1993M10",8,0
" "," ","1993M11",1,4
" "," ","1993M12",5,6
" "," ","1994M01",8,2
" "," ","1994M02",5,2
" "," ","1994M03",6,0
" "," ","1994M04",6,4
" "," ","1994M05",3,4
" "," ","1994M06",2,1
" "," ","1994M07",4,2
" "," ","1994M08",0,3
" "," ","1994M09",1,0
" "," ","1994M10",7,1
" ","Norfolk Island","1989M06",1,9
" "," ","1989M07",2,1
" "," ","1989M08",2,12
" "," ","1989M09",5,12
" "," ","1989M10",4,7
" "," ","1989M11",4,4
" "," ","1989M12",1,1
" "," ","1990M01",7,5
" "," ","1990M02",4,0
" "," ","1990M03",2,3
" "," ","1990M04",1,2
" "," ","1990M05",4,2
" "," ","1990M06",2,4
" "," ","1990M07",12,5
" "," ","1990M08",4,6
" "," ","1990M09",0,2
" "," ","1990M10",2,10
" "," ","1990M11",2,5
" "," ","1990M12",10,4
" "," ","1991M01",5,7
" "," ","1991M02",4,0
" "," ","1991M03",3,5
" "," ","1991M04",6,7
" "," ","1991M05",5,11
" "," ","1991M06",3,2
" "," ","1991M07",7,7
" "," ","1991M08",2,17
" "," ","1991M09",0,1
" "," ","1991M10",0,8
" "," ","1991M11",5,4
" "," ","1991M12",7,8
" "," ","1992M01",2,3
" "," ","1992M02",8,5
" "," ","1992M03",1,1
" "," ","1992M04",4,4
" "," ","1992M05",5,0
" "," ","1992M06",2,2
" "," ","1992M07",3,2
" "," ","1992M08",4,3
" "," ","1992M09",5,2
" "," ","1992M10",0,2
" "," ","1992M11",16,4
" "," ","1992M12",8,6
" "," ","1993M01",5,10
" "," ","1993M02",6,1
" "," ","1993M03",2,2
" "," ","1993M04",14,0
" "," ","1993M05",1,2
" "," ","1993M06",1,0
" "," ","1993M07",3,1
" "," ","1993M08",0,1
" "," ","1993M09",1,4
" "," ","1993M10",3,7
" "," ","1993M11",1,5
" "," ","1993M12",0,0
" "," ","1994M01",4,1
" "," ","1994M02",6,3
" "," ","1994M03",9,2
" "," ","1994M04",0,3
" "," ","1994M05",3,2
" "," ","1994M06",1,3
" "," ","1994M07",2,10
" "," ","1994M08",4,2
" "," ","1994M09",1,2
" "," ","1994M10",2,10
" ","Nauru","1989M06",1,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",0,0
" "," ","1989M10",1,0
" "," ","1989M11",1,0
" "," ","1989M12",5,2
" "," ","1990M01",1,4
" "," ","1990M02",3,0
" "," ","1990M03",3,1
" "," ","1990M04",0,0
" "," ","1990M05",2,0
" "," ","1990M06",0,0
" "," ","1990M07",1,1
" "," ","1990M08",2,0
" "," ","1990M09",2,0
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,1
" "," ","1991M01",2,2
" "," ","1991M02",3,0
" "," ","1991M03",0,1
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,2
" "," ","1991M07",4,1
" "," ","1991M08",0,3
" "," ","1991M09",2,0
" "," ","1991M10",0,2
" "," ","1991M11",0,2
" "," ","1991M12",1,0
" "," ","1992M01",4,0
" "," ","1992M02",5,1
" "," ","1992M03",0,4
" "," ","1992M04",0,5
" "," ","1992M05",0,3
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,1
" "," ","1992M09",0,2
" "," ","1992M10",0,0
" "," ","1992M11",1,1
" "," ","1992M12",0,2
" "," ","1993M01",0,2
" "," ","1993M02",6,0
" "," ","1993M03",2,0
" "," ","1993M04",1,2
" "," ","1993M05",0,1
" "," ","1993M06",0,0
" "," ","1993M07",2,2
" "," ","1993M08",0,4
" "," ","1993M09",2,0
" "," ","1993M10",0,0
" "," ","1993M11",1,2
" "," ","1993M12",1,0
" "," ","1994M01",4,2
" "," ","1994M02",1,2
" "," ","1994M03",0,2
" "," ","1994M04",1,0
" "," ","1994M05",1,1
" "," ","1994M06",0,0
" "," ","1994M07",2,2
" "," ","1994M08",0,0
" "," ","1994M09",1,0
" "," ","1994M10",0,4
" ","Niue","1989M06",2,11
" "," ","1989M07",2,2
" "," ","1989M08",11,2
" "," ","1989M09",2,2
" "," ","1989M10",0,0
" "," ","1989M11",0,2
" "," ","1989M12",33,6
" "," ","1990M01",34,18
" "," ","1990M02",6,5
" "," ","1990M03",8,13
" "," ","1990M04",5,13
" "," ","1990M05",0,0
" "," ","1990M06",2,1
" "," ","1990M07",11,16
" "," ","1990M08",9,12
" "," ","1990M09",7,2
" "," ","1990M10",5,2
" "," ","1990M11",5,2
" "," ","1990M12",17,10
" "," ","1991M01",13,19
" "," ","1991M02",19,11
" "," ","1991M03",5,7
" "," ","1991M04",2,9
" "," ","1991M05",1,7
" "," ","1991M06",9,5
" "," ","1991M07",6,3
" "," ","1991M08",10,11
" "," ","1991M09",3,5
" "," ","1991M10",6,5
" "," ","1991M11",0,1
" "," ","1991M12",23,7
" "," ","1992M01",11,2
" "," ","1992M02",23,20
" "," ","1992M03",10,7
" "," ","1992M04",8,1
" "," ","1992M05",2,3
" "," ","1992M06",1,2
" "," ","1992M07",2,4
" "," ","1992M08",4,1
" "," ","1992M09",25,4
" "," ","1992M10",8,14
" "," ","1992M11",5,5
" "," ","1992M12",12,17
" "," ","1993M01",17,2
" "," ","1993M02",6,6
" "," ","1993M03",3,4
" "," ","1993M04",5,12
" "," ","1993M05",2,7
" "," ","1993M06",1,2
" "," ","1993M07",6,6
" "," ","1993M08",4,3
" "," ","1993M09",4,2
" "," ","1993M10",8,0
" "," ","1993M11",8,5
" "," ","1993M12",18,16
" "," ","1994M01",25,16
" "," ","1994M02",15,7
" "," ","1994M03",3,8
" "," ","1994M04",0,6
" "," ","1994M05",2,5
" "," ","1994M06",2,12
" "," ","1994M07",0,2
" "," ","1994M08",3,3
" "," ","1994M09",6,3
" "," ","1994M10",2,9
" ","New Zealand","1989M06",44,122
" "," ","1989M07",60,145
" "," ","1989M08",95,98
" "," ","1989M09",92,95
" "," ","1989M10",97,88
" "," ","1989M11",119,107
" "," ","1989M12",237,130
" "," ","1990M01",171,113
" "," ","1990M02",119,137
" "," ","1990M03",66,178
" "," ","1990M04",88,159
" "," ","1990M05",82,166
" "," ","1990M06",63,156
" "," ","1990M07",92,94
" "," ","1990M08",97,98
" "," ","1990M09",73,73
" "," ","1990M10",104,59
" "," ","1990M11",92,106
" "," ","1990M12",77,155
" "," ","1991M01",120,100
" "," ","1991M02",53,102
" "," ","1991M03",15,1
" "," ","1991M04",22,0
" "," ","1991M05",17,2
" "," ","1991M06",15,1
" "," ","1991M07",1,0
" "," ","1991M08",2,0
" "," ","1991M09",13,0
" "," ","1991M10",0,0
" "," ","1991M11",2,0
" "," ","1991M12",1,28
" "," ","1992M01",9,1
" "," ","1992M02",0,81
" "," ","1992M03",3,15
" "," ","1992M04",1,1
" "," ","1992M05",0,6
" "," ","1992M06",1,0
" "," ","1992M07",0,0
" "," ","1992M08",0,0
" "," ","1992M09",1,0
" "," ","1992M10",2,0
" "," ","1992M11",0,0
" "," ","1992M12",14,16
" "," ","1993M01",27,175
" "," ","1993M02",1,284
" "," ","1993M03",4,349
" "," ","1993M04",9,290
" "," ","1993M05",7,208
" "," ","1993M06",1,116
" "," ","1993M07",2,44
" "," ","1993M08",1,255
" "," ","1993M09",2,55
" "," ","1993M10",2,244
" "," ","1993M11",1,141
" "," ","1993M12",6,156
" "," ","1994M01",8,131
" "," ","1994M02",4,163
" "," ","1994M03",3,269
" "," ","1994M04",5,249
" "," ","1994M05",2,209
" "," ","1994M06",4,166
" "," ","1994M07",8,197
" "," ","1994M08",3,250
" "," ","1994M09",3,65
" "," ","1994M10",7,142
" ","French Polynesia","1989M06",1,2
" "," ","1989M07",0,1
" "," ","1989M08",9,0
" "," ","1989M09",0,0
" "," ","1989M10",0,0
" "," ","1989M11",1,5
" "," ","1989M12",0,6
" "," ","1990M01",4,2
" "," ","1990M02",3,4
" "," ","1990M03",4,0
" "," ","1990M04",2,0
" "," ","1990M05",0,3
" "," ","1990M06",0,6
" "," ","1990M07",11,5
" "," ","1990M08",0,4
" "," ","1990M09",1,3
" "," ","1990M10",1,0
" "," ","1990M11",0,0
" "," ","1990M12",0,0
" "," ","1991M01",0,0
" "," ","1991M02",0,0
" "," ","1991M03",0,0
" "," ","1991M04",0,3
" "," ","1991M05",0,0
" "," ","1991M06",0,2
" "," ","1991M07",6,4
" "," ","1991M08",0,0
" "," ","1991M09",2,0
" "," ","1991M10",0,0
" "," ","1991M11",0,1
" "," ","1991M12",1,4
" "," ","1992M01",1,1
" "," ","1992M02",0,3
" "," ","1992M03",0,1
" "," ","1992M04",0,0
" "," ","1992M05",1,1
" "," ","1992M06",1,0
" "," ","1992M07",2,0
" "," ","1992M08",0,1
" "," ","1992M09",3,2
" "," ","1992M10",1,0
" "," ","1992M11",7,3
" "," ","1992M12",1,3
" "," ","1993M01",3,1
" "," ","1993M02",0,0
" "," ","1993M03",3,0
" "," ","1993M04",6,3
" "," ","1993M05",0,1
" "," ","1993M06",6,2
" "," ","1993M07",1,4
" "," ","1993M08",1,3
" "," ","1993M09",3,1
" "," ","1993M10",0,0
" "," ","1993M11",2,1
" "," ","1993M12",0,0
" "," ","1994M01",3,1
" "," ","1994M02",6,1
" "," ","1994M03",4,0
" "," ","1994M04",0,1
" "," ","1994M05",1,0
" "," ","1994M06",1,1
" "," ","1994M07",6,3
" "," ","1994M08",0,0
" "," ","1994M09",5,0
" "," ","1994M10",2,2
" ","Papua New Guinea","1989M06",22,43
" "," ","1989M07",16,54
" "," ","1989M08",19,44
" "," ","1989M09",5,32
" "," ","1989M10",25,25
" "," ","1989M11",30,14
" "," ","1989M12",81,52
" "," ","1990M01",69,64
" "," ","1990M02",52,39
" "," ","1990M03",36,19
" "," ","1990M04",35,21
" "," ","1990M05",19,26
" "," ","1990M06",53,21
" "," ","1990M07",33,23
" "," ","1990M08",23,40
" "," ","1990M09",39,32
" "," ","1990M10",31,29
" "," ","1990M11",44,31
" "," ","1990M12",78,33
" "," ","1991M01",83,64
" "," ","1991M02",43,38
" "," ","1991M03",20,43
" "," ","1991M04",12,26
" "," ","1991M05",25,22
" "," ","1991M06",22,15
" "," ","1991M07",24,23
" "," ","1991M08",12,28
" "," ","1991M09",18,26
" "," ","1991M10",21,24
" "," ","1991M11",16,42
" "," ","1991M12",43,56
" "," ","1992M01",78,71
" "," ","1992M02",53,27
" "," ","1992M03",33,39
" "," ","1992M04",47,22
" "," ","1992M05",4,30
" "," ","1992M06",12,16
" "," ","1992M07",12,21
" "," ","1992M08",18,17
" "," ","1992M09",24,25
" "," ","1992M10",6,17
" "," ","1992M11",31,21
" "," ","1992M12",92,36
" "," ","1993M01",65,103
" "," ","1993M02",61,28
" "," ","1993M03",21,31
" "," ","1993M04",23,21
" "," ","1993M05",14,11
" "," ","1993M06",19,30
" "," ","1993M07",15,12
" "," ","1993M08",19,7
" "," ","1993M09",17,23
" "," ","1993M10",9,21
" "," ","1993M11",18,19
" "," ","1993M12",75,72
" "," ","1994M01",81,64
" "," ","1994M02",59,35
" "," ","1994M03",14,16
" "," ","1994M04",27,21
" "," ","1994M05",13,21
" "," ","1994M06",10,15
" "," ","1994M07",13,20
" "," ","1994M08",28,12
" "," ","1994M09",25,22
" "," ","1994M10",21,17
" ","Pitcairn","1989M06",0,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",1,0
" "," ","1989M10",0,0
" "," ","1989M11",0,0
" "," ","1989M12",0,0
" "," ","1990M01",0,0
" "," ","1990M02",0,0
" "," ","1990M03",0,0
" "," ","1990M04",0,0
" "," ","1990M05",0,0
" "," ","1990M06",0,0
" "," ","1990M07",0,0
" "," ","1990M08",0,0
" "," ","1990M09",0,0
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,5
" "," ","1991M01",0,0
" "," ","1991M02",3,0
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,0
" "," ","1991M07",0,5
" "," ","1991M08",0,0
" "," ","1991M09",0,0
" "," ","1991M10",0,4
" "," ","1991M11",0,0
" "," ","1991M12",0,1
" "," ","1992M01",2,3
" "," ","1992M02",0,0
" "," ","1992M03",0,0
" "," ","1992M04",0,0
" "," ","1992M05",0,0
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,0
" "," ","1992M09",0,0
" "," ","1992M10",0,0
" "," ","1992M11",0,0
" "," ","1992M12",5,0
" "," ","1993M01",0,2
" "," ","1993M02",0,0
" "," ","1993M03",0,1
" "," ","1993M04",0,0
" "," ","1993M05",0,0
" "," ","1993M06",0,0
" "," ","1993M07",0,0
" "," ","1993M08",0,0
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",0,0
" "," ","1993M12",0,0
" "," ","1994M01",1,0
" "," ","1994M02",3,0
" "," ","1994M03",0,2
" "," ","1994M04",0,0
" "," ","1994M05",0,0
" "," ","1994M06",0,0
" "," ","1994M07",0,1
" "," ","1994M08",0,1
" "," ","1994M09",0,1
" "," ","1994M10",0,0
" ","Palau","1989M06",0,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",0,0
" "," ","1989M10",0,0
" "," ","1989M11",0,0
" "," ","1989M12",0,0
" "," ","1990M01",0,0
" "," ","1990M02",0,0
" "," ","1990M03",0,0
" "," ","1990M04",0,0
" "," ","1990M05",0,0
" "," ","1990M06",0,0
" "," ","1990M07",0,0
" "," ","1990M08",0,0
" "," ","1990M09",0,6
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,0
" "," ","1991M01",0,0
" "," ","1991M02",0,0
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,0
" "," ","1991M07",0,0
" "," ","1991M08",0,0
" "," ","1991M09",0,0
" "," ","1991M10",2,0
" "," ","1991M11",0,0
" "," ","1991M12",0,0
" "," ","1992M01",0,0
" "," ","1992M02",0,0
" "," ","1992M03",0,0
" "," ","1992M04",0,0
" "," ","1992M05",0,0
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,0
" "," ","1992M09",0,0
" "," ","1992M10",0,0
" "," ","1992M11",0,0
" "," ","1992M12",0,0
" "," ","1993M01",0,0
" "," ","1993M02",0,0
" "," ","1993M03",0,0
" "," ","1993M04",0,0
" "," ","1993M05",0,0
" "," ","1993M06",0,0
" "," ","1993M07",0,0
" "," ","1993M08",0,0
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",0,0
" "," ","1993M12",0,0
" "," ","1994M01",1,0
" "," ","1994M02",0,0
" "," ","1994M03",0,0
" "," ","1994M04",0,0
" "," ","1994M05",0,0
" "," ","1994M06",0,0
" "," ","1994M07",0,0
" "," ","1994M08",0,0
" "," ","1994M09",0,0
" "," ","1994M10",0,0
" ","Solomon Islands","1989M06",2,3
" "," ","1989M07",9,7
" "," ","1989M08",4,7
" "," ","1989M09",9,6
" "," ","1989M10",1,13
" "," ","1989M11",4,4
" "," ","1989M12",11,20
" "," ","1990M01",29,5
" "," ","1990M02",24,7
" "," ","1990M03",4,5
" "," ","1990M04",6,6
" "," ","1990M05",10,9
" "," ","1990M06",1,11
" "," ","1990M07",9,2
" "," ","1990M08",2,6
" "," ","1990M09",15,4
" "," ","1990M10",2,2
" "," ","1990M11",13,6
" "," ","1990M12",23,7
" "," ","1991M01",19,14
" "," ","1991M02",22,1
" "," ","1991M03",16,6
" "," ","1991M04",0,6
" "," ","1991M05",9,16
" "," ","1991M06",4,1
" "," ","1991M07",2,2
" "," ","1991M08",1,5
" "," ","1991M09",6,2
" "," ","1991M10",7,7
" "," ","1991M11",0,7
" "," ","1991M12",13,6
" "," ","1992M01",22,12
" "," ","1992M02",16,14
" "," ","1992M03",3,2
" "," ","1992M04",0,2
" "," ","1992M05",6,6
" "," ","1992M06",1,3
" "," ","1992M07",0,2
" "," ","1992M08",6,0
" "," ","1992M09",6,2
" "," ","1992M10",3,6
" "," ","1992M11",1,4
" "," ","1992M12",7,9
" "," ","1993M01",11,2
" "," ","1993M02",46,1
" "," ","1993M03",0,2
" "," ","1993M04",0,7
" "," ","1993M05",1,1
" "," ","1993M06",5,6
" "," ","1993M07",1,6
" "," ","1993M08",0,3
" "," ","1993M09",2,2
" "," ","1993M10",8,2
" "," ","1993M11",0,14
" "," ","1993M12",20,10
" "," ","1994M01",34,13
" "," ","1994M02",24,5
" "," ","1994M03",3,8
" "," ","1994M04",4,7
" "," ","1994M05",5,6
" "," ","1994M06",6,8
" "," ","1994M07",1,3
" "," ","1994M08",3,13
" "," ","1994M09",1,2
" "," ","1994M10",2,5
" ","French Southern Territories","1989M06",0,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",0,0
" "," ","1989M10",0,0
" "," ","1989M11",0,0
" "," ","1989M12",0,0
" "," ","1990M01",0,0
" "," ","1990M02",0,0
" "," ","1990M03",0,0
" "," ","1990M04",0,0
" "," ","1990M05",0,0
" "," ","1990M06",0,0
" "," ","1990M07",0,0
" "," ","1990M08",0,0
" "," ","1990M09",0,0
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,0
" "," ","1991M01",0,0
" "," ","1991M02",0,0
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,0
" "," ","1991M07",0,0
" "," ","1991M08",0,0
" "," ","1991M09",0,0
" "," ","1991M10",0,0
" "," ","1991M11",0,0
" "," ","1991M12",0,0
" "," ","1992M01",0,0
" "," ","1992M02",0,0
" "," ","1992M03",0,0
" "," ","1992M04",0,0
" "," ","1992M05",0,0
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,0
" "," ","1992M09",0,0
" "," ","1992M10",0,0
" "," ","1992M11",0,0
" "," ","1992M12",0,0
" "," ","1993M01",0,0
" "," ","1993M02",0,0
" "," ","1993M03",0,0
" "," ","1993M04",0,0
" "," ","1993M05",0,0
" "," ","1993M06",0,0
" "," ","1993M07",0,0
" "," ","1993M08",0,0
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",0,0
" "," ","1993M12",0,0
" "," ","1994M01",0,0
" "," ","1994M02",0,0
" "," ","1994M03",0,0
" "," ","1994M04",0,0
" "," ","1994M05",0,0
" "," ","1994M06",0,0
" "," ","1994M07",0,0
" "," ","1994M08",0,0
" "," ","1994M09",0,0
" "," ","1994M10",0,0
" ","Tokelau","1989M06",2,0
" "," ","1989M07",0,5
" "," ","1989M08",5,0
" "," ","1989M09",1,4
" "," ","1989M10",1,10
" "," ","1989M11",1,2
" "," ","1989M12",5,4
" "," ","1990M01",1,1
" "," ","1990M02",7,1
" "," ","1990M03",4,0
" "," ","1990M04",10,0
" "," ","1990M05",1,7
" "," ","1990M06",7,0
" "," ","1990M07",4,0
" "," ","1990M08",8,2
" "," ","1990M09",0,0
" "," ","1990M10",0,0
" "," ","1990M11",8,2
" "," ","1990M12",4,3
" "," ","1991M01",6,7
" "," ","1991M02",19,1
" "," ","1991M03",8,0
" "," ","1991M04",1,1
" "," ","1991M05",1,0
" "," ","1991M06",1,0
" "," ","1991M07",0,3
" "," ","1991M08",0,4
" "," ","1991M09",2,0
" "," ","1991M10",3,0
" "," ","1991M11",0,8
" "," ","1991M12",1,3
" "," ","1992M01",6,1
" "," ","1992M02",8,0
" "," ","1992M03",10,4
" "," ","1992M04",1,0
" "," ","1992M05",3,2
" "," ","1992M06",1,4
" "," ","1992M07",0,4
" "," ","1992M08",4,1
" "," ","1992M09",1,2
" "," ","1992M10",1,2
" "," ","1992M11",0,0
" "," ","1992M12",0,4
" "," ","1993M01",0,0
" "," ","1993M02",2,0
" "," ","1993M03",6,0
" "," ","1993M04",0,1
" "," ","1993M05",2,0
" "," ","1993M06",4,3
" "," ","1993M07",1,2
" "," ","1993M08",0,1
" "," ","1993M09",1,6
" "," ","1993M10",1,0
" "," ","1993M11",1,1
" "," ","1993M12",7,8
" "," ","1994M01",14,1
" "," ","1994M02",3,1
" "," ","1994M03",5,2
" "," ","1994M04",1,0
" "," ","1994M05",4,0
" "," ","1994M06",0,7
" "," ","1994M07",6,0
" "," ","1994M08",4,1
" "," ","1994M09",10,3
" "," ","1994M10",2,0
" ","Tonga","1989M06",11,23
" "," ","1989M07",23,40
" "," ","1989M08",32,18
" "," ","1989M09",28,17
" "," ","1989M10",14,17
" "," ","1989M11",18,28
" "," ","1989M12",62,46
" "," ","1990M01",63,44
" "," ","1990M02",61,42
" "," ","1990M03",16,47
" "," ","1990M04",13,30
" "," ","1990M05",24,16
" "," ","1990M06",15,27
" "," ","1990M07",23,32
" "," ","1990M08",19,12
" "," ","1990M09",15,34
" "," ","1990M10",25,30
" "," ","1990M11",12,30
" "," ","1990M12",40,59
" "," ","1991M01",71,45
" "," ","1991M02",48,56
" "," ","1991M03",11,46
" "," ","1991M04",11,41
" "," ","1991M05",16,40
" "," ","1991M06",11,42
" "," ","1991M07",8,46
" "," ","1991M08",25,54
" "," ","1991M09",5,65
" "," ","1991M10",14,53
" "," ","1991M11",19,58
" "," ","1991M12",27,84
" "," ","1992M01",69,34
" "," ","1992M02",46,84
" "," ","1992M03",13,58
" "," ","1992M04",8,43
" "," ","1992M05",14,79
" "," ","1992M06",15,35
" "," ","1992M07",26,31
" "," ","1992M08",12,36
" "," ","1992M09",32,27
" "," ","1992M10",16,36
" "," ","1992M11",20,38
" "," ","1992M12",46,53
" "," ","1993M01",75,31
" "," ","1993M02",85,20
" "," ","1993M03",34,41
" "," ","1993M04",25,25
" "," ","1993M05",10,32
" "," ","1993M06",17,14
" "," ","1993M07",28,18
" "," ","1993M08",18,20
" "," ","1993M09",29,27
" "," ","1993M10",20,20
" "," ","1993M11",17,28
" "," ","1993M12",50,82
" "," ","1994M01",69,40
" "," ","1994M02",88,33
" "," ","1994M03",29,28
" "," ","1994M04",20,27
" "," ","1994M05",27,18
" "," ","1994M06",18,14
" "," ","1994M07",19,15
" "," ","1994M08",25,14
" "," ","1994M09",21,23
" "," ","1994M10",17,12
" ","Tuvalu","1989M06",0,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",0,0
" "," ","1989M10",0,0
" "," ","1989M11",5,0
" "," ","1989M12",0,0
" "," ","1990M01",5,0
" "," ","1990M02",0,0
" "," ","1990M03",0,0
" "," ","1990M04",3,1
" "," ","1990M05",5,0
" "," ","1990M06",2,1
" "," ","1990M07",0,2
" "," ","1990M08",4,0
" "," ","1990M09",1,0
" "," ","1990M10",0,0
" "," ","1990M11",4,0
" "," ","1990M12",1,2
" "," ","1991M01",5,0
" "," ","1991M02",3,2
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,0
" "," ","1991M07",0,3
" "," ","1991M08",0,2
" "," ","1991M09",0,1
" "," ","1991M10",2,0
" "," ","1991M11",0,1
" "," ","1991M12",0,6
" "," ","1992M01",13,2
" "," ","1992M02",5,1
" "," ","1992M03",0,0
" "," ","1992M04",0,2
" "," ","1992M05",0,1
" "," ","1992M06",0,0
" "," ","1992M07",2,0
" "," ","1992M08",0,1
" "," ","1992M09",1,0
" "," ","1992M10",7,2
" "," ","1992M11",0,2
" "," ","1992M12",1,2
" "," ","1993M01",1,0
" "," ","1993M02",9,0
" "," ","1993M03",1,0
" "," ","1993M04",5,3
" "," ","1993M05",0,2
" "," ","1993M06",2,0
" "," ","1993M07",0,1
" "," ","1993M08",0,2
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",0,2
" "," ","1993M12",1,0
" "," ","1994M01",3,0
" "," ","1994M02",12,0
" "," ","1994M03",0,1
" "," ","1994M04",1,0
" "," ","1994M05",0,0
" "," ","1994M06",2,0
" "," ","1994M07",1,0
" "," ","1994M08",2,1
" "," ","1994M09",1,0
" "," ","1994M10",2,0
" ","Vanuatu","1989M06",0,4
" "," ","1989M07",1,2
" "," ","1989M08",1,2
" "," ","1989M09",1,7
" "," ","1989M10",3,8
" "," ","1989M11",5,3
" "," ","1989M12",13,1
" "," ","1990M01",16,12
" "," ","1990M02",6,3
" "," ","1990M03",2,4
" "," ","1990M04",7,6
" "," ","1990M05",3,3
" "," ","1990M06",6,1
" "," ","1990M07",4,11
" "," ","1990M08",1,3
" "," ","1990M09",3,2
" "," ","1990M10",5,10
" "," ","1990M11",5,3
" "," ","1990M12",4,5
" "," ","1991M01",18,7
